aluguel,condominio,iptu,descricao,endereco,bairro,area,qtd_quartos,qtd_vagas,qtd_banheiros
1700,600,0,"Ótima localização, 02 quartos (Sendo 01 suíte), DCE, sala, cozinha, área de serviço, wc social, armários fixos, com 01 ou 02 vagas, 70m². Condomínio R$ 774,00 (Incluso água e gás..."," Rua Joaquim Sá, Joaquim Tavora
",Eusébio,70,2,1,4
800,370,0,EXCELENTE APARTAMENTO NA MESSEJANA," Rua do Murará, Messejana
",Praia de Iracema,57,3,1,1
800,231,0,"BARROSO - Rua Daura, 151, apto 104, BL 04, aproximadamente 55M², com sala, cozinha americana, 2 dormitorios, banheiro social, 1 vaga, cond. com piscina, deck, playground, academia..."," Rua Daura, Barroso
",Mondubim,55,2,1,1
800,350,0,"O apartamento no bairro Fátima tem 55 metros quadrados com 2 quartos e 1 banheiro,Está em um condomínio protegido por grades. Contato Whats nove nove, sessenta, quatro dois, oito..."," Avenida Visconde do Rio Branco, Fátima
",Cambeba,55,2,1,1
650,295,0,"Residencial Dom Luis! Apartamento com 2 quartos, wc social, varanda, sala, cozinha, área de serviço, armário, 1 vaga, área privativa 43m². Localizado na Av. dos Paroaras, próximo a..."," Avenida dos Paroaras, Passaré
",Aldeota,43,2,1,2
650,290,0,"Apartamento compacto no bairro Messejana, localizado na rua Florêncio Fontenele, a poucos metros da rodovia BR 116, próximo ao centro universitário UniAteneu. Imóvel com 42m², 2 qu..."," Messejana, Fortaleza
",Aldeota,42,2,1,1
1800,937,0,"Apartamento em ótima localização no bairro Meireles, uma das regiões mais nobres e valorizadas de Fortaleza. Fica na rua Pereira Valente, a poucos passos da Praça Portugal, bem pró..."," Meireles, Fortaleza
",Itaperi,61,3,2,2
900,257,0,"O apartamento no bairro Prefeito José Walter possui 44 metros quadrados com 2 quartos sendo 2 suites e 2 banheiros Possui área de brinquedo para as crianças, jardim. Vai lhe possib..."," Rua 08H, Prefeito José Walter
",Bela Vista,44,2,1,2
1050,240,0,"Excelente apartamento novo, dispondo de 44,28m², sala, cozinha, lavanderia, 2 quartos, 1 banheiro social e vaga rotativa. Localizado entre a Av. Bernardo Manuel e Av. Godofredo Mac..."," Rua Holanda, Maraponga
",Centro,44,2,,1
3000,359,0,"O apartamento no bairro Edson Queiroz tem 70 metros quadrados com 3 quartos sendo 2 suites e 2 banheiros Possui academia, espaço gourmet, jardim, playground, salão de festas. Vai l..."," Rua Hil de Moraes, Edson Queiroz
",Sao Gerardo,70,3,2,2
700,300,0,"A poucos metros da Av. Raul Barbosa e próximo a Av. Borges de Melo. Apartamento compacto, perfeito para quem gosta de praticidade na sua rotina. Imóvel com 54m², 2 quartos, sendo 1..."," Tauape, Fortaleza
",Paumirim,54,2,1,2
1500,360,0,"Apartamento com 3 dormitórios, 98 m² - venda por R$ 300 mil ou aluguel por R$ 1.500 - Joaquim Tavora - Fortaleza/CE Apartamento no Cond. Renato Borges com 98 m² - Joaquim Távo..."," Avenida Rui Barbosa, Joaquim Tavora
",Montese,98,3,2,2
3100,0,400,O apartamento no bairro Cumbuco com 57 metros quadrados com 2 quartos sendo 1 suíte e 2 banheiros. Vai lhe possibilitar todo o conforto do ar condicionado nos dias mais quentes. Ch...," Rua Desembargador José Geminiano Jurema, Centro
",Passaré,57,2,1,2
1600,674,80,"O condomínio Priscila Linhares Burgos se localiza no bairro Joaquim Távora e possui 69 m². O apartamento contém 2 suítes, uma possuindo closet e outra sendo reversível. Sala ampla,..."," Rua Joaquim Sá, Joaquim Tavora
",Paupina,69,2,2,3
1200,209,424,"Excelente apartamento com 47m² de área construída, sala com 2 ambientes, 2 quartos sendo 1 suíte, cozinha americana projetada, sala com mesa, WC com armário e blindex , rack, e áre..."," Tamatanduba, Eusébio
",Cambeba,47,2,1,1
1900,520,0,"Excelente apartamento todo mobiliado, com 1 suíte, varanda, vista mar, área privativa 46m², 1 vaga. Condomínio dispõe de piscina, deck com churrasqueira, academia, salão de festa..."," Rua Dragão do Mar, Praia de Iracema
",Paupina,46,1,1,1
750,214,0,"Apartamento com 2 dormitórios para alugar, 50 m² por R$ 1.034 - Mondubim - Fortaleza/CE -"," Rua Monte Líbano, Mondubim
",Cambeba,47,2,1,1
900,247,0,"Apartamento em condomínio no bairro Dias Macedo, localizado a poucos passos da Av. Alberto Craveiro, próximo à subestação Delmiro Gouveia - CHESF. Imóvel compacto com 44m², 2 quart..."," Dias Macedo, Fortaleza
",Cambeba,44,2,1,1
1309,1,1,"O apartamento no bairro Aldeota localizado na Rua Nogueira Acioli 1145 com 50 metros quadrados com 2 quartos e 1 banheiro, sala, cozinha e área de serviço. Apartamento próximo a pa..."," Rua Nogueira Acioli, Aldeota
",Triângulo,50,2,1,1
1995,604,821,"Excelente apartamento projetado dispõe de 73m², sala ampla em 2 ambientes, varanda, cozinha projetada, 3 quartos sendo 2 suítes com armários e suíte máster com varanda, banheiro de..."," Rua Padre Valdevino, Aldeota
",Aldeota,73,3,2,3
1100,520,0,"Dispõe de 56,87, sala, cozinha, area de serviço, 2 quartos sendo 1 suite, 1 banheiro social e 1 vaga de garagem. Localizado proximo ao Colégio Mente Criativa, Supermercado Super do..."," Via Paisagística do Loteamento Itaperussú, Itaperi
",Centro,,2,1,2
879,430,0,"(J-495) Excelente apartamento de 74,90 m² localizado no bairro Bela Vista, em Fortaleza, a opção ideal para quem busca um bom investimento, permitindo acesso rápido e fácil a locai..."," Rua Goiás, Bela Vista
",Demócrito Rocha,60,3,1,2
1909,280,0,"(P-500) More com qualidade, more no Edifício Cidade! O empreendimento possui 32 andares que fazem do Edifício Cidade o mais alto de Fortaleza, iniciando suas unidades residenciais..."," Rua Guilherme Rocha, Centro
",Benfica,54,2,1,2
2000,503,637,"Dispõe de 70,16m², sala ampla, cozinha, área de serviço, 3 quartos sendo 1 suíte, banheiro social e 2 vagas de garagem. Localizado próximo a Av. Bezerra de Menezes, North Shopping,..."," Rua Ipê, Sao Gerardo
",Parquelândia,70,3,2,2
1000,256,0,"Localizado próximo a Estrada Coronel Corrêa, Loja Carone Cadeiras de Rodas do Nordeste Ltda, Supermercado Comerical Amorim, IEP - Instituto de Educação Portal (Unidade Caucaia), Ce..."," Rua 1, Paumirim
",Cambeba,54,2,1,2
1100,350,0,"MONTESE - R. QUEIROS RIBEIRO APTO 306 BL B, ED. DARCAR II, aprox. 81 m², sala, 3 dormitórios sendo uma suíte, gabinete, w.c social, cozinha, área de serviço, DCE, 1 vaga de garagem..."," Rua Queirós Ribeiro, Montese
",Paumirim,82,3,1,2
675,325,0,"Apartamento pra locação no Passaré, bem localizado, ônibus na porta e próximo a Arena Castelão. - 2 quartos; - 1 vaga - Playground; - Quadra Poliesportiva. - Salão de Festas; - Por..."," Avenida Juscelino Kubitschek, Passaré
",Planalto Ayrton Senna,47,2,,1
1100,200,0,"Apartamentos com 48 m², sala ampla, varanda, cozinha americana, 2 quartos, sendo 1 suíte, 2wcs, 1 vaga, ótimo padrão. Condomínio com ampla área de lazer com piscina adulto e infan..."," Rua Tropical, Paupina
",Aldeota,48,2,1,2
690,329,345,"Com 57m² de área construída, piso cerâmica, 2 quartos, sendo 1 reversível, sala de estar e jantar, 1 WC social, cozinha americana, área de serviço e 1 vaga. Condomínio oferece por..."," Messejana, Fortaleza
",Tabapuã,57,2,1,1
900,276,301,"Este apartamento é uma ótima opção para quem busca praticidade e comodidade, pois está localizado em um bairro próximo a vários serviços essenciais. Ao entrar no apartamento, você..."," Rua Central do Loteamento Parque Messejana, Paupina
",Cambeba,48,2,1,1
800,220,0,"Condomíno Paladium - Jangurussu Apartamento com aproximadamente 50m² com sala, cozinha/lavanderia com armários, 2 suítes sendo 1 reversível com ar condicionado, 1 vaga. Condomíni..."," Jangurussu, Fortaleza
",Vila Peri,50,2,1,2
700,1,35,"Apto medindo 54m², com 2 quartos, sala de estar e jantar, cozinha americana, WC social e 01 vaga de garagem. Imóvel localizado próximo ao shopping Via Sul, fácil acesso a Av. Wash..."," Sapiranga, Fortaleza
",Guaribas,54,2,1,1
1200,350,0,"Sala de estar e jantar, 1 suíte, 1 quarto, cozinha, 2 vagas - Características: Portão Eletrônico, - Cômodos: Cozinha, Pontos Fortes: piscina, portaria 24 horas..."," Rua Amália Xavier de Oliveira, Triângulo
",Cambeba,65,2,2,2
1700,500,0,"Excelente localização, com 03 quartos (Sendo 01 suíte,02 com armários), sala, wc social, cozinha americana com armários, área de serviço, 01 vaga. condomínio com guarita elevada, r..."," Rua Fiuza de Pontes, Aldeota
",Cambeba,60,3,1,3
900,550,0,"Excelente apartamento localizado no Icaraí, Edifício Brisa do Mar todo mobiliado próximo ao Cumbuco. - 03 Dormitórios, sendo 02 suítes. - DCE - WC Social - Sala com 02 ambientes -..."," Rua Coronel Correia, Centro
",Monte Castelo,41,4,3,4
800,100,0,O apartamento está localizado no bairro Demócrito Rocha tem 52 metros quadrados com 2 quartos e 1 banheiroEstá em um condomínio protegido por grades. - Sala; - 02 Quartos; - Cozin...," Rua Santa Catarina, Demócrito Rocha
",Edson Queiroz,52,2,,1
1000,400,0,O apartamento no bairro Benfica possui 92 metros quadrados com 3 quartos sendo 1 suíte e 2 banheiros. Possui espaço para festas. Encontra-se em um condomínio protegido por muros....," Rua Marechal Deodoro, Benfica
",Cambeba,92,3,1,2
1200,664,491,"Apartamento dispõe de 75m², sala, varanda, cozinha projetada, 3 quartos sendo 1 suíte, banheiro social, lavanderia, área de serviço e 1 vaga de garagem. Localizado a 1 quadra da Av..."," Rua Gustavo Sampaio, Parquelândia
",Meireles,75,3,1,2
1200,390,0,"Venha morar com sua família em um bairro tradicional de Fortaleza. Condomínio seguro e de boa localização. Apartamento com sala em L, com dois quartos e uma suíte. Banheiro social...."," Demócrito Rocha, Fortaleza
",Meireles,63,3,1,2
850,256,196,"Localizado próximo a Estrada Coronel Corrêa, Loja Carone Cadeiras de Rodas do Nordeste Ltda, Supermercado Comerical Amorim, IEP - Instituto de Educação Portal (Unidade Caucaia), Ce..."," Rua 1, Paumirim
",Messejana,62,2,1,2
800,253,0,"Excelente apartamento para locação no bairro Mondubim, próximo à Av. Godofredo Maciel! 48m² de área com sala, 2 quartos, 1 banheiro, cozinha, área de serviço e 1 vaga de garagem!..."," Rua Artur de Sousa, Planalto Ayrton Senna
",Passaré,48,2,1,1
2600,1083,1234,"Excelente apartamento, dispõe de 164m², sala ampla em 2 ambientes, varanda, cozinha projetada, 3 quartos sendo 2 suítes, banheiro social, área de serviço, dependência completa e 2..."," Rua Marcos Macêdo, Aldeota
",Antônio Bezerra,165,3,2,3
750,240,258,"ÓTIMO APARTAMENTO COM 03 QUARTO , COZINHA, GARAGEM PROX. AO ASSAI . ]]>"," Rua Rio Negro, Tabapuã
",Parque Iracema,65,3,1,1
750,165,0,"Apartamento no bairro Passaré, localizado a poucos metros da Av. Dr. Silas Munguba, bem próximo ao supermercado Super do Povo. Imóvel com 55m², 2 quartos, sala, cozinha, área de se..."," Passaré, Fortaleza
",Parreão,55,2,1,1
655,130,0,ENTRE EM CONTATO PELO WHATSAPP TIM ( PAULO ) PEÇA O VÍDEO DO APARTAMENTO VEJA SEM SAIR DE CASA !! 02 QUARTOS (01 SUÍTE); WC SOCIAL; SALA DE ESTAR E JANTAR; ÁREA DE SERVIÇOS; ÁR...," Rua Dom Henrique, Vila Peri
",Meireles,56,2,1,2
1200,50,25,"Apartamento recém construído com: Sala, cozinha, área de serviço, banheiro social, quarto solteiro, quarto casal + banheiro (suíte), entrada para chuveiro elétrico, instalação elét..."," Rua José Bento, Guaribas
",Guararapes,80,2,1,2
950,0,230,O apartamento térreo (104A) está localizado no bairro José de Alencar possui 48 metros quadrados com 2 quartos e 1 banheiro e cozinha tipo americana. Condomínio com portaria eletrô...," Rua Manuel Teixeira, Cambeba
",Maraponga,48,2,1,1
900,90,44,"Imóvel localizado na Cidade dos Funcionários, apenas 200 metros da Av. Oliveira Paiva, com opções de escolas, supermercados, restaurantes e comércio em geral nas proximidades. Com..."," Cidade dos Funcionários, Fortaleza
",Antônio Bezerra,50,2,1,1
1450,440,383,"O apartamento dispõe de 90,32m², sala em 2 ambientes, varanda, cozinha revestida, 3 quartos sendo 1 suíte, banheiro social, área de serviço e 1 vaga de garagem. Localizado próximo..."," Rua Naturalista Feijó, Monte Castelo
",Centro,90,3,1,2
3000,359,1496,"Venda: A partir de 599.579,04 (Ref.Unid.301A) As unidades possuem 70,62 m², 03 quartos (sendo 02 suítes plenas + quarto/gabinete) sala, cozinha e varanda). 100% nascente (bastante..."," Rua Hil de Moraes, Edson Queiroz
",Presidente Kennedy,70,3,2,2
2100,491,0,"Apartamento em excelente localização na Aldeota, um dos bairros mais valorizados da cidade. Fica na rua Joaquim Nabuco, a poucos passos da Av. Padre Antônio Tomás, bem próximo ao H..."," Aldeota, Fortaleza
",Cambeba,132,3,1,3
1900,790,984,"Apartamento mobilado na melhor quadra do Meireles, vista mar!!, totalmente nascente, excelente localização, a poucos passos do Aterro da Praia de Iracema, próximo ao Habib´s, padar..."," Avenida da Abolição, Meireles
",Eusébio,35,1,1,1
2300,987,108,"O apartamento está localizado no bairro Meireles possui 65 metros quadrados com 2 quartos sendo 2 suites e 2 banheiros Possui área de fitness, salão de festas, espaço jardinado.Ele..."," Rua José Vilar, Meireles
",Padre Romualdo,65,2,1,2
550,290,0,"Apartamento com 47 m², com 02 quartos, 01 banheiro. Condomínio com portaria 24 horas, cerca elétrica, câmeras de segurança, salão de festas com churrasqueira, parquinho infantil e..."," Rua Florêncio Fontenele, Messejana
",Meireles,47,2,1,1
1609,388,0,"(M-600) Venha conhecer e morar em uma região que mais cresce na cidade de Fortaleza! Condomínio Mirante do Passaré, bem localizado, ótimo imóvel para você que procura conforto e u..."," Rua dos Sabiás, Passaré
",Aldeota,58,3,2,2
1000,362,0,"O bairro Antonio Bezerra se caracteriza por ser majoritariamente residencial e ser um bairro autossuficiente, onde você encontra tudo nas grandes avenidas que ficam bem próximo ao..."," Rua Tenente Queirós, Antônio Bezerra
",Aldeota,65,2,1,1
800,400,0,"O apartamento no Parque Del Sol, Condomínio Morada Sul, i 54 metros quadrados com 2 quartos e 1 banheiro, cozinha, área de serviço, , 01 vaga. Possui área verde de jardim, área de..."," Rua 5, Parque Iracema
",Montese,54,2,1,1
1100,640,0,"O apartamento no bairro Parreão com 60 metros quadrados com 2 quartos sendo 1 suite e 1 banheiro Possui salão de festas, área de brinquedo para as crianças. Vai lhe possibilitar cu..."," Rua Júlio da Silveira, Parreão
",Cambeba,60,2,1,1
2800,580,89,"Apresento-lhe um aconchegante apartamento disponível para locação. Este imóvel de dois quartos, sendo 01 suíte, oferece comodidade e conforto, além de estar situado em uma localiza..."," Rua Monsenhor Bruno, Meireles
",Cambeba,85,2,1,2
1700,980,45,"Adriano Freire Imóveis aluga apartamento no Condomínio Edifício Maison Iguatemi. Apartamento mobiliado com 2 quartos (sendo 1 suíte), varanda, sala, cozinha, área de serviço, dep..."," Rua Professor Jacinto Botelho, Guararapes
",Maraponga,97,2,1,2
1350,240,73,"IMOBILIÁRIA FERNANDO FREITAS CRECI 0967-J - CONDOMÍNIO LIBERDADE - APARTAMENTO NA MARAPONGA - FORTALEZA/CE - Primeira Locação - Condomínio For Life Maraponga, de frente a uma mar..."," Rua A, Maraponga
",Passaré,45,2,1,1
700,250,0,"Alugo Excelentes Apartamentos no Bairro Antônio Bezerra. Temos com: Dois Quartos (Aluguel R$700,00 + Condomínio R$250,00). Três Quartos (Aluguel R$800,00 + Condomínio R$250,0..."," Rua Major Celestino, Antônio Bezerra
",Flecheiras,45,2,,1
850,1,1,"O apartamento está localizado no bairro Centro com 48 metros quadrados com 2 quartos sendo 1 suite e 1 banheiro Possui parquinho com diferentes brinquedos, salão de festas. Vai lhe..."," Rua Quinze de Novembro, Centro
",Tamatanduba,47,2,1,1
950,480,75,O apartamento com 70 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros," Rua 2, Presidente Kennedy
",Rodolfo Teófilo,70,2,1,2
950,0,0,"Apartamento compacto com ótimo custo benefício no bairro Tauape, localizado na rua Capitão Gustavo, próximo a avenida Pontes Vieira, ao Parque Rio Branco e ao Colégio Monsenhor Jov..."," Tauape, Fortaleza
",Cambeba,50,2,,1
809,503,0,"O apartamento no bairro Tamatanduba com 45 metros quadrados com 2 quartos sendo 2 suites e 2 banheiros Possui espaço gourmet, jardim, parquinho infantil, salão para festas e evento..."," Centro, Eusébio
",Edson Queiroz,45,2,1,2
750,350,0,"Apartamento dispõe de 59,40m², sala, cozinha com lavanderia, 2 quartos sendo 1 reversível, banheiro social e 1 vaga de garagem. Localizado próximo a Via Estruturante, próximo ao Of..."," Rua Antônia Batista de Paula Diniz, Padre Romualdo
",Cambeba,59,2,1,1
2200,638,0,"Apartamento para Aluguel, 67m² por R$ 2.200. Meireles - Fortaleza/CE Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a SILVEIRA CORRETOR DE..."," Rua Ana Bilhar, Meireles
",Monte Castelo,67,1,1,1
3100,1000,145,"O apartamento no bairro Aldeota possui 106 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui playground, salão de festas. Vai lhe possibilitar praticar diversos esp..."," Avenida Senador Virgílio Távora, Aldeota
",Antônio Bezerra,106,3,2,2
1100,1100,0,"Ed. Maranata! Excelente apartamento com 3 quartos sendo 1 suíte, wc social, varanda, 3 quartos com varanda, sala em L, armários, dependência completa, despensa, 1 vaga, área privat..."," Rua General Tertuliano Potiguara, Aldeota
",Mucuripe,120,3,1,2
1350,530,453,"AP803 - Imobiliária Luiz Rêgo Aluga apartamento no Damas, com: Sala dois ambientes / 2 quartos / 1 suíte / banheiro social/ cozinha com armários / área de serviço/ 1 vaga no subso..."," Rua Dondon Feitosa, Montese
",Cambeba,106,3,1,2
1200,360,26,"Apartamento com 57m² no Parque Del Sol Venha morar no Parque Del Sol possui uma área verde de mais de 30 mil metros quadrados, contendo playground, riachos, pontes, espaço para ev..."," Parque Iracema, Fortaleza
",Vicente Pinzon,57,2,1,1
1550,465,0,"Ótima opção de apartamento no Benfica, localizado na Av. da Universidade próximo do campus da Universidade Federal do Ceará (UFC) e ao Shopping Benfica. Imóvel com 80m², 3 quartos,..."," Benfica, Fortaleza
",Eusébio,80,3,1,2
900,300,0,-Próximo ao Supermercado Cometa e Colégio Provecto. -Ar condicionado na sala e em 1 dormitório. -Ventiladores no teto. -Vaga de garagem. - 2° andar - Condomínio incluso água e gás...," Rua Alfa, Maraponga
",Paumirim,52,2,1,1
1200,230,0,"Um canto para quem preza por conforto e qualidade de vida. Aqui você tem grandes vantagens, como localização, preço, espaço e funcionalidades. Um apartamento muito bem localizado,..."," Avenida Juscelino Kubitschek, Passaré
",Domingos Olimpio,70,2,1,2
850,0,0,"Nuryana Ferreira CRECI/CE - 22696 85 98756.9521 Apartamentos novos recém construídos e mobiliados para locação em Flecheiras! 850,00 o valor da locação mensal (para contratos de..."," Rua Furtunato Severiano da Costa, Flecheiras
",Passaré,25,1,,1
900,442,558,"O apartamento está localizado no bairro Tamatanduba tem 63 metros quadrados com 3 quartos sendo 1 suite e 1 banheiro Possui parquinho com diferentes brinquedos, salão de festas. Va..."," Rua Ezequiel Campinas, Tamatanduba
",Aldeota,63,3,2,1
1100,400,0,"Apartamento com 90m2 e layout dividido em 03 quartos sendo 01 suíte, sala com varanda, lavabo, dependência completa, cozinha, lavanderia e 01 vaga de garagem. Podemos agendar uma..."," Avenida José Bastos, Rodolfo Teófilo
",Jangurussu,90,3,1,2
1100,350,0,"Apartamento no bairro Serrinha, localizado na Av. Dr. Silas Munguba, próximo ao supermercado Super do Povo. O imóvel possui 65m², 3 quartos, sendo 1 suíte, sala, cozinha com armári..."," Serrinha, Fortaleza
",Parquelândia,65,3,1,2
550,317,0,"ALUGA-SE APARTAMENTO NO EDSON QUEIROZ PRÓXIMO À UNIFOR E AO FÓRUM 03 QUARTOS, SALA, COZINHA , BANHEIRO SOCIAL, ÁREA DE SERVIÇO E VAGA CONDOMINIO COM PORTARIA 24H, SALÃO DE FESTAS..."," Rua Cidade Ecológica, Edson Queiroz
",Antônio Bezerra,75,3,1,1
2200,769,77,"Condomínio Beach Village - Praia do Futuro Apartamento mobiliado, totalmente nascente com aproximadamente 1², sala, ampla varanda com vista mar, cozinha, 2 quartos sendo 1 suíte p..."," Praia do Futuro, Fortaleza
",Icarai,61,2,1,2
1100,556,620,"Apartamento projetado dispõe de 90m², sala ampla em 2 ambientes com rack painel, cozinha projetada, 3 quartos com armários sendo 1 suíte, banheiro social, área de serviço, banheiro..."," Avenida Sargento Hermínio Sampaio, Monte Castelo
",Eusébio,90,3,1,3
900,300,0,"Apartamento de 85 m², com 2 quartos, varanda, sala, banheiro social, dependência de empregada, vaga coberta."," Avenida Mister Hull, Antônio Bezerra
",Joaquim Tavora,85,2,1,1
1600,894,90,"ALUGUEL VISTA MAR NA BEIRA MAR EDIFÍCIO CARAVELLE MUCURIPE Alice (85) 99612.2397 Apartamento para locação vista mar no edifício Caravelle, Mucuripe - Fortaleza (em frente ao merc..."," Avenida da Abolição, Mucuripe
",Parangaba,63,2,2,2
1380,190,0,Excelente apartamentos ao lado do Centro Administrativo do Cambeba com: - Elevador - 60 m²; - Sala de estar e jantar; - Banheiro Social; - 03 dormitórios (sendo 01 suíte); - Cozinh...," Rua Rocilda, Cambeba
",São Bento,60,3,1,2
800,400,299,"A Aptº 80 metros quadrados está localizado no bairro Papicu com 2 quartos,sala,cozinha,varanda e 1 banheiro, com 01 vaga na garagem. A apenas alguns instantes de hospitais, escolas..."," Rua Oliveira Viana, Vicente Pinzon
",Passaré,80,2,1,2
850,230,1,"Primeiro Locação, com 2 quartos sendo 1 suíte reversível, ampla sala com 2 ambientes, cozinha em estilo americano, área de serviço e uma vaga de garagem. Não perca essa oportunida..."," Tamatanduba, Eusébio
",Jacarecanga,44,2,1,1
750,256,0,"Localizado próximo a Estrada Coronel Corrêa, Loja Carone Cadeiras de Rodas do Nordeste Ltda, Supermercado Comerical Amorim, IEP - Instituto de Educação Portal (Unidade Caucaia), Ce..."," Rua 1, Paumirim
",Tamatanduba,52,2,1,2
689,100,20,"Aluguel rápido e fácil! Com a Mell.ro você aluga um imóvel com a rapidez que precisa. Você vai passar por uma análise de crédito e se aprovado, basta pagar o 1º aluguel. Nada de fi..."," Rua Radialista Francisco Aristeu Barbosa, Domingos Olimpio
",Aldeota,50,2,1,2
1300,0,0,"Venha conhecer nossos ótimos apartamentos para primeira locação, localizados próximos ao Castelão. Cada unidade possui dois quartos, sendo um deles uma suíte, armários embutidos no..."," Rua Crisanto Arruda, Passaré
",Icarai,47,2,1,4
3500,1202,3862,"O apartamento no bairro Aldeota com 117 metros quadrados com 3 quartos sendo 3 suites e 4 banheiros. Localização privilegiada e muito agradável: rua tranquilia, próximo a Soppinsg'..."," Rua Vicente Leite, Aldeota
",Cambeba,117,3,3,4
750,183,0,"Residencial Lúcia Maia Araújo localizado na Rua Florêncio Fontenele à 200 m da Br 116. apartamento com 2 quartos, wc social, armário."," Rua Florêncio Fontenele, Jangurussu
",Álvaro Weyne,44,2,1,2
3700,650,145,"Ideal para acomodar sua família com todo conforto e segurança que ela merece, apresentamos um apartamento localizado no bairro Parquelândia, o Edifício Gran Place, próximo a alguma..."," Rua Dom Manuel de Medeiros, Parquelândia
",Fátima,110,3,2,3
600,140,162,"Agora você pode morar neste apartamento com 2 quartos, ao lado do Cometa Supermercados - Perimetral. - sala - banheiro social - cozinha - área de serviço Condomínio: - playground..."," Rua Rui Monte, Antônio Bezerra
",Benfica,48,2,1,1
800,550,0,"EXCELENTE APARTAMENTO PARA ALUGAR NO ICARAÍ REF.: 10426 Apto de 65 m² com 2 quartos amplos (sendo 1 suíte), banheiro social, sala ampla, integrada com cozinha e área de serviço...."," Rua Cauby Damasceno, Icarai
",Tamatanduba,65,2,1,2
800,358,0,"Apartamento novo no térreo para locação!!! Imóvel recém recebido da construtora!! Possui 02 quartos , banheiro , sala integrada a cozinha !! Apartamento já gradeado !!! Condomíni..."," Coacu, Eusébio
",Varjota,41,2,1,1
850,360,0,"Apartamento próximo ao Supermercado Cometa, excelente localização, com 2 quartos, sala, cozinha americana revestida, wc com box, 1 vaga de garagem."," Rua Ildefonso Albano, Joaquim Tavora
",Barra do Ceará,50,2,1,1
1020,560,0,"Sala ampla, cozinha americana(alguns armários), pequena área de serviço, 3 quartos (sendo 1 suite c/ guarda roupa) e 1 wc social, 1 vaga de garagem coberta. Excelente área de lazer..."," Avenida General Osório de Paiva, Parangaba
",Parque Araxá,65,3,1,2
1600,480,80,"apartamento de 150m2, Varanda ampla, Condomínio Totalmente arborizado, excelente para quem busca um ambiente tranquilo para sua Família, -"," Rua Jaqueline Bastos, São Bento
",Vila União,150,3,6,3
800,260,0,"RUA DAS CARNAÚBAS, 600 - APTO. 404 BLOCO G RESIDENCIAL DRA MARTA PASSARÉ FORTALEZA/CE Aluguel: R$ 800,00 - Condomínio: R$ 190,00 incluso água - IPTU 2023 Isento 62,95m² - Taxa lixo..."," Rua das Carnaúbas, Passaré
",Meireles,63,3,1,1
1000,333,0,"Apartamento amplo no bairro Jacarecanga possuindo 79m², com 1 quarto sendo 1 suite e 2 banheiros. Encontra-se na privacidade de um condomínio fechado e o imóvel se destaca por esta..."," Rua Oscar Pedreira, Jacarecanga
",Cumbuco,79,2,1,2
1100,0,0,O apartamento no bairro Tamatanduba tem 42 metros quadrados com 3 quartos sendo 1 suite e 1 banheiro Possui área de fitness. Vai lhe possibilitar curtir os dias mais quentes na pis...," Rua Gentil Monte Silva, Tamatanduba
",Fátima,42,2,1,1
1800,600,0,"Apartamento com ótima localização, 72m², 3 quartos ( sendo 2 suítes), sala com varanda, armários nos quartos, banheiros e cozinha, salão de festas, academia, jardim, 2 vagas. Cond...."," Rua Padre Valdevino, Aldeota
",Coacu,72,3,2,5
820,380,0,"Venda ou Locação: Apartamento recém reformado, no Condomínio Mar Del Rey, há poucos metros da Praia do Icaraí, Caucáia, Ceará. 50,67m2 divididos em Varanda, Sala, 02 quartos sendo..."," Rua George Correia Nunes, Icarai
",Grilo,51,2,1,2
1900,650,78,"Apto bem localizado, esquina com a principal avenida do bairro Praia do futuro e de frente para o Hotel Vila Galé, o aconchegante apartamento de 55m² com vista parcial mar e com um..."," Praia do Futuro, Fortaleza
",Montese,55,2,1,2
1400,354,0,"A WEYNE - APARTAMENTO - AV. FRANCISCO SÁ N 5286 AP 205 BL A, COND VIVER CLUB, APROX. 52M², Sala, 02 Dormitórios, Wc Social, Cozinha, Área De Serviço, 01 Vaga, Área De Lazer Com Dec..."," Avenida Francisco Sá, Álvaro Weyne
",Fátima,52,2,1,1
2000,0,0,"Apartamentos novos, de 55m², prédio moderno, conforto, segurança e a conveniência de um mall de comércio e serviços. A mais moderna área de lazer da cidade, com mais de 30 itens. U..."," Rua Senador Pompeu, Fátima
",Caucaia,55,2,1,3
2400,0,0,"APARTAMENTO NOVO, 2 QUARTOS SENDO 1 SUÍTE, COM ARMÁRIOS FIXOS E BLINDEX. LAZER COMPLETO"," Avenida da Universidade, Benfica
",Porto das Dunas,56,2,,2
1100,137,0,"Excelente apartamento novo dispõe de 47m², sala ampla, cozinha projetada, 2 quartos sendo 1 suíte, banheiro social, área de serviço e 1 vaga de garagem. Localizado próximo ao Shopp..."," Rua Gentil Monte Silva, Tamatanduba
",Passaré,47,2,1,2
3300,920,297,"O apartamento está localizado no bairro Varjota com 87 metros quadrados com 3 quartos sendo 3 suites e 3 banheiros Possui academia, espaço gourmet, jardim, parquinho com diferentes..."," Rua Pedro Rufino, Varjota
",Fátima,87,3,2,3
